just checked my user timeline on my	just checked my user timeline on my
@scotmckay how can i listen to the show? all i have is my blackberry  is it on the internet? i tried the link and it gave me an error msg.	@scotmckay how can i listen to the show. all i have is my blackberry  is it on the internet. i tried the link and it gave me an error msg.
guess ill be twittering from my blackberry ! still no luck w/ d pc frm work	guess ill be twittering from my blackberry . still no luck w/ d pc frm work
@oreolude i dropped it and some of the buttons dont work when i try to text! i switched back to my blackberry	@oreolude i dropped it and some of the buttons dont work when i try to text. i switched back to my blackberry
needs a blackberry in order to twitterberry	needs a blackberry in order to twitterberry
@brightkite yet still no blackberry app? glad your have been listening	@brightkite yet still no blackberry app. glad your have been listening
my blackberry keeps restarting by itself.. what happened to you???!!!	my blackberry keeps restarting by itself. what happened to you.
anyone here able to download a file from blackberrys website 4me then put on a dropbox or simuilar	anyone here able to download a file from blackberrys website 4me then put on a dropbox or simuilar
@shedboy once u done #blackberry u never go back.can't type on the iphone  machine gun app get's u through crowded streets quicker thou	@shedboy once u done #blackberry u never go back.can't type on the iphone  machine gun app get's u through crowded streets quicker thou
got a new blackberry still trying to learn how to use it?!.... and its late! have to be a work 2mrw! its the kentucky derby!... who ppi!	got a new blackberry still trying to learn how to use it. and its late. have to be a work 2mrw. its the kentucky derby. who ppi.
my f**king blackberry is messed up!!!	my f**king blackberry is messed up.
just had the best cup of tea everr! and wants a blackberry phone!!	just had the best cup of tea everr. and wants a blackberry phone.
i think my blackberry has died   the battery keeps running out after i charge it	i think my blackberry has died   the battery keeps running out after i charge it
is missing his blackberry right now!! there is no real way of fixing it though	is missing his blackberry right now. there is no real way of fixing it though
i want a blackberry	i want a blackberry
trackball on my blackberry died: can't scroll down anymore and vodafone refuses to give me a loaner or for that matter	trackball on my blackberry died: can't scroll down anymore and vodafone refuses to give me a loaner or for that matter
its just me and my blackberry	its just me and my blackberry
verizon blackberry sucks major balls!! i just wanna c if this goes thru...but bb storm really does suck.	verizon blackberry sucks major balls. i just wanna c if this goes thru.but bb storm really does suck.
dropped my blackberry on the pavement	dropped my blackberry on the pavement
@cmxiv i eft my blackberry 8900 in the back of a car service taxi yesterday right before my premiere and was soo sick... thought of u	@cmxiv i eft my blackberry 8900 in the back of a car service taxi yesterday right before my premiere and was soo sick. thought of u
i miss my $500 blackberry curve	i miss my $500 blackberry curve
my blackberry is being a douche.	my blackberry is being a douche.
trying to get a blackberry bold...but can't find a carrier in my area.	trying to get a blackberry bold.but can't find a carrier in my area.
havig trackball issues with my blackberry.  can only scroll left	havig trackball issues with my blackberry.  can only scroll left
from my blackberry i cannot see who my followers are...ugh  but i just want to tell them 'hey.'	from my blackberry i cannot see who my followers are.ugh  but i just want to tell them 'hey.'
so just when i start talking about my blackberry being so great	so just when i start talking about my blackberry being so great
oh well finally i got blackberry. but no bold	oh well finally i got blackberry. but no bold
missing my blackberry bold  why do u always realize its worth after parting with it	missing my blackberry bold  why do u always realize its worth after parting with it
@vixster25 internet 1 drawing 0 ....damn i'm backing up blackberry files which could take hours  then to the drawing preps done	@vixster25 internet 1 drawing 0 .damn i'm backing up blackberry files which could take hours  then to the drawing preps done
wondering why the blackberry browser is saying connection refused	wondering why the blackberry browser is saying connection refused
my blackberry broke!!!! tear	my blackberry broke. tear
just noticed that sprintv no longer has a cnn channel. no more watching frm my blackberry. this is terribble...just terrible!	just noticed that sprintv no longer has a cnn channel. no more watching frm my blackberry. this is terribble.just terrible.
i want my blackberry back	i want my blackberry back
no longer has a blackberry	no longer has a blackberry
lost my blackberry	lost my blackberry
i want my blackberry back  i'm over my sidekick lx.	i want my blackberry back  i'm over my sidekick lx.
@msblackberry305 but if i go with u guys who's gonna cook his burgers? i can't jus abandon him	@msblackberry305 but if i go with u guys who's gonna cook his burgers. i can't jus abandon him
went to see glass candy tonight with my guy. my blackberry screen is cracked. poor bb!  anyone know how to replace it?	went to see glass candy tonight with my guy. my blackberry screen is cracked. poor bb.  anyone know how to replace it.
why do all the twitter apps for blackberry suck? i want my iphone back	why do all the twitter apps for blackberry suck. i want my iphone back
how come i can't connect my facebook thru my blackberry??	how come i can't connect my facebook thru my blackberry.
i want a blackberry	i want a blackberry
i need to get this on my blackberry how do you do that ?  hola at me please. mwah xx	i need to get this on my blackberry how do you do that .  hola at me please. mwah xx
i dont finf the fu*kin lcd screen for my blackberry	i dont finf the fu*kin lcd screen for my blackberry
i cant get twitter on my blackberry!  i hate my job and waking up before 10 am	i cant get twitter on my blackberry.  i hate my job and waking up before 10 am
@mrssweetness2u whats up girl how you keeping? i lost my blackberry	@mrssweetness2u whats up girl how you keeping. i lost my blackberry
no laptop   all correspondence by blackberry.  thank goodness for apps.	no laptop   all correspondence by blackberry.  thank goodness for apps.
i'm not going to buy the blackberry! my mum doesn't want to! damn it!! my dream is over!	i'm not going to buy the blackberry. my mum doesn't want to. damn it. my dream is over.
@stephenfry i can only read every other letter of that on my blackberry	@stephenfry i can only read every other letter of that on my blackberry
@krucial hey k rocking the other night! i just  got ya message! damn blackberry	@krucial hey k rocking the other night. i just  got ya message. damn blackberry
@stephenfry doesn't work on the blackberry	@stephenfry doesn't work on the blackberry
i want a blackberry sooo bad	i want a blackberry sooo bad
�ertwitter beta-2 released great twitter blackberry client!  but so far no bis channel   but great for wifi!!! http://viigo.im/xnb	�ertwitter beta-2 released great twitter blackberry client.  but so far no bis channel   but great for wifi. http://viigo.im/xnb
great! i got sand in my blackberry now the &quot;hourglass&quot; is popping up ever five seconds!!!!!!	great. i got sand in my blackberry now the &quot;hourglass&quot; is popping up ever five seconds.
where is my blackberry!?!?!?	where is my blackberry.
goodnight. getting my blackberry. not the dog  bummerrr.	goodnight. getting my blackberry. not the dog  bummerrr.
my blackberry crashed and i lost all my contacts!  message me your numbers! about 3 hours ago	my blackberry crashed and i lost all my contacts.  message me your numbers. about 3 hours ago
my blackberry crashed and i lost all my contacts!  message me your numbers!	my blackberry crashed and i lost all my contacts.  message me your numbers.
@sheblobbers boo   have you found new link for blackberry app world??	@sheblobbers boo   have you found new link for blackberry app world.
@brittany_darby wooo i got it now im just tryin to learn it aha brittany im addicted to my phone  accompany me to blackberry anonymous aha	@brittany_darby wooo i got it now im just tryin to learn it aha brittany im addicted to my phone  accompany me to blackberry anonymous aha
i need a new stupid blackberry. its official. mine hates me and decides not to work sometimes. it ruins my plans	i need a new stupid blackberry. its official. mine hates me and decides not to work sometimes. it ruins my plans
lost my blackberry  sniff sniff	lost my blackberry  sniff sniff
my blackberry is messed up. cnt receive tx  so im abt 2 treat myself 2 an i-phone 3g. bbl after i purchase it. lata!...	my blackberry is messed up. cnt receive tx  so im abt 2 treat myself 2 an i-phone 3g. bbl after i purchase it. lata.
@blackberryphil the first public beta disabled my audio line-in on my laptop. i hope this is just a bug and not ms in bed with the riaa	@blackberryphil the first public beta disabled my audio line-in on my laptop. i hope this is just a bug and not ms in bed with the riaa
if you twitter bug dont hear from me much today its because my phone battery is pretty low  dont die blackberry! dont die	if you twitter bug dont hear from me much today its because my phone battery is pretty low  dont die blackberry. dont die
it's not the sh.. i can't connect on my blackberry either.  #googlewtf @futuristicplans @3ba	it's not the sh. i can't connect on my blackberry either.  #googlewtf @futuristicplans @3ba
@pblieu ahhh.. i dont have a blackberry.	@pblieu ahhh. i dont have a blackberry.
i neeed a blackberry asap!	i neeed a blackberry asap.
i need a blackberry bold but im brokes	i need a blackberry bold but im brokes
@rinapinabina lol me too! what mobile do u have - i want a blackberry! i just bought a treadmill tho so might have to wait for a new ph	@rinapinabina lol me too. what mobile do u have - i want a blackberry. i just bought a treadmill tho so might have to wait for a new ph
@sweetness28 you need blackberry	@sweetness28 you need blackberry
poor	poor
yes the blackberry finally restarted offically twitting from the ipod from now on	yes the blackberry finally restarted offically twitting from the ipod from now on
hopes the blackberry hospital can save her phone	hopes the blackberry hospital can save her phone
*sigh*  i think my blackberry just suffered a catastrophic failure	*sigh*  i think my blackberry just suffered a catastrophic failure
i miss you my blackberry	i miss you my blackberry
why is the blackberry pearl the only one i can find in pink?!	why is the blackberry pearl the only one i can find in pink.
my blackberry is not liking twitter for some reason	my blackberry is not liking twitter for some reason
why isn't there a blackberry app for friendfeed?  http://myloc.me/12ff	why isn't there a blackberry app for friendfeed.  http://myloc.me/12ff
@atrustaijitu awww. can't view it on my blackberry. says unavailble for mobiles	@atrustaijitu awww. can't view it on my blackberry. says unavailble for mobiles
sorry -- my phone was doing the stupid blackberry purge thing again	sorry -- my phone was doing the stupid blackberry purge thing again
lost my blackberry in cypress!	lost my blackberry in cypress.
point in fact; i do not have twitter or facebook on my blackberry  -- so sad!	point in fact; i do not have twitter or facebook on my blackberry  -- so sad.
twitter is broke i think! i'm not getting my new followers on my blackberry.  anyone else having issues getting new follower notices now?	twitter is broke i think. i'm not getting my new followers on my blackberry.  anyone else having issues getting new follower notices now.
so tiered after a day in the car. also jelouse that my little brothe has a blackberry not fair	so tiered after a day in the car. also jelouse that my little brothe has a blackberry not fair
just remembered that the hmac-sha1 blackberry issue still exists	just remembered that the hmac-sha1 blackberry issue still exists
@so_ethnic101 : blackberry cool abis	@so_ethnic101 : blackberry cool abis
starting the day (and week) with reporting a &quot;blocker&quot; bug for the new blackberry release of salvo i found while walking this morning	starting the day (and week) with reporting a &quot;blocker&quot; bug for the new blackberry release of salvo i found while walking this morning
grrrrrrrrrr. twitterberry isnt opening on blackberry anymore... &quot;uncaught exception out of memory error&quot;   its one problem after another!	grrrrrrrrrr. twitterberry isnt opening on blackberry anymore. &quot;uncaught exception out of memory error&quot;   its one problem after another.
blackberry is still the boss when it comes to corporate users. my nokia e71 is struggling	blackberry is still the boss when it comes to corporate users. my nokia e71 is struggling
@blackberryman i want to writing something	@blackberryman i want to writing something
staring at a blackberry pearl makes me wanna wish my phone back. now i'm just depressed.	staring at a blackberry pearl makes me wanna wish my phone back. now i'm just depressed.
not a happy bunny today twitter on my blackberry won't work properly	not a happy bunny today twitter on my blackberry won't work properly
anyone own a telus blackberry that they are willing to sell to me ??? mine went awall	anyone own a telus blackberry that they are willing to sell to me . mine went awall
twitpic not working for me from the blackberry	twitpic not working for me from the blackberry
apparently blackberrys don't survive falling into beers  bye bye blackberry until i get home	apparently blackberrys don't survive falling into beers  bye bye blackberry until i get home
broke my french blackberry	broke my french blackberry
morning all. i need help...what's the best blackberry twitter app? twitterberry won't let my upload pics	morning all. i need help.what's the best blackberry twitter app. twitterberry won't let my upload pics
cant sleep  so im playing around on my new blackberry pearl! this thing is awesome	cant sleep  so im playing around on my new blackberry pearl. this thing is awesome
btw i totally miss having my blackberry or might i say crackberry... my mums teaching me a lesson for losing it no new one for me	btw i totally miss having my blackberry or might i say crackberry. my mums teaching me a lesson for losing it no new one for me
i have about 5 cases for my blackberry bold and one of them is useful  now iam in a shop and looking forward 2 buy a second useful case	i have about 5 cases for my blackberry bold and one of them is useful  now iam in a shop and looking forward 2 buy a second useful case
i opened the blackberry  @kaseyrsm it tastes like shampoo! but it's kinda yum at the same time!	i opened the blackberry  @kaseyrsm it tastes like shampoo. but it's kinda yum at the same time.
@timbrownson i can't seem to access your articles on my #blackberry when you shorten them with sn.i'm.. dunno why	@timbrownson i can't seem to access your articles on my #blackberry when you shorten them with sn.i'm. dunno why
@abrad45 it's more of a shut my blackberry up kind of thing.  but don't feel left out. it bugs me equally for all peoples messages!	@abrad45 it's more of a shut my blackberry up kind of thing.  but don't feel left out. it bugs me equally for all peoples messages.
@joliowave nah its specifically for blackberry from what i read on the site. twitterberry	@joliowave nah its specifically for blackberry from what i read on the site. twitterberry
's blackberry battery is low without a charger.  i hate you micro usb.	's blackberry battery is low without a charger.  i hate you micro usb.
@am_blackberry that's what i'll end up doing	@am_blackberry that's what i'll end up doing
don't know how to upload pic from blackberry	don't know how to upload pic from blackberry
now i've it in blackberry the twitter	now i've it in blackberry the twitter
my blackberry storm so doesn't hold a charge like my 8830 did	my blackberry storm so doesn't hold a charge like my 8830 did
*sigh* i got a new phone it's not a blackberry either. it sucks eggs.	*sigh* i got a new phone it's not a blackberry either. it sucks eggs.
blackberry is broken  feeling withdrawal while it gets fixed. no more leashes. no more leashes.	blackberry is broken  feeling withdrawal while it gets fixed. no more leashes. no more leashes.
just dropped my	just dropped my
only have internet access thru my blackberry  i'm going crazy!!	only have internet access thru my blackberry  i'm going crazy.
@sam_alvarado yea.. so i hear... i want one but then i also have all my girlies hooked up direct thru blackberry msgr.  i will miss them	@sam_alvarado yea. so i hear. i want one but then i also have all my girlies hooked up direct thru blackberry msgr.  i will miss them
@therapist_model just jumping on to catch up on twitter my blackberry died   i am lost. so who said i was out 4 pedi?any other wives w/ me	@therapist_model just jumping on to catch up on twitter my blackberry died   i am lost. so who said i was out 4 pedi.any other wives w/ me
@dglive i can't wait until i get my blackberry in january	@dglive i can't wait until i get my blackberry in january
ohhh. blackberry still broke   tomorrow: grad practice	ohhh. blackberry still broke   tomorrow: grad practice
the trackball on my blackberry is messed up	the trackball on my blackberry is messed up
my blackberry sucks	my blackberry sucks
thnk u i would say the same bout u but i can't see ur pic on my blackberry  how r u?? @joemoney111	thnk u i would say the same bout u but i can't see ur pic on my blackberry  how r u. @joemoney111
@cellphonerepair my blackberry would not wake up this morning  stupid thing! i know you get it	@cellphonerepair my blackberry would not wake up this morning  stupid thing. i know you get it
just picked up her blackberry from the middle of the street! both she and it are crushed!	just picked up her blackberry from the middle of the street. both she and it are crushed.
i cant use my blackberry today. this sucks.	i cant use my blackberry today. this sucks.
@kim_flores aww i don't! i guess that's why it doesnt  (blackberrymessenger)	@kim_flores aww i don't. i guess that's why it doesnt  (blackberrymessenger)
@arania nope i cant figure out how to get the updates on my blackberry. . . i need to go running too	@arania nope i cant figure out how to get the updates on my blackberry. . . i need to go running too
i really want a blackberry  my sidekick is hella wack. night	i really want a blackberry  my sidekick is hella wack. night
t'internet on blackberry fooked so no checking of the tweets and whether phill has taken up my request	t'internet on blackberry fooked so no checking of the tweets and whether phill has taken up my request
my bed had tha nerve 2 call my blackberry askin me where the hell i was.......looks like i gotta go ya'll  i'll c u in 3.5hours	my bed had tha nerve 2 call my blackberry askin me where the hell i was.looks like i gotta go ya'll  i'll c u in 3.5hours
@mockingbird_ i'm good thanks! did you have a good drive? careful with your	@mockingbird_ i'm good thanks. did you have a good drive. careful with your
my wife lost her sprint blackberry 8330 on a bike ride in am.  anyone have an extra bb laying around? retweet	my wife lost her sprint blackberry 8330 on a bike ride in am.  anyone have an extra bb laying around. retweet
can't wait to get his hands on his new	can't wait to get his hands on his new
gotta go my phone is on it's last leg so can't promise any update.  3 years i have had it so not bad though  dumb blackberry	gotta go my phone is on it's last leg so can't promise any update.  3 years i have had it so not bad though  dumb blackberry
having problems with my blackberry ugh i need another charged battery! (@ least 4 now)  @sexyhunnybunny	having problems with my blackberry ugh i need another charged battery. (@ least 4 now)  @sexyhunnybunny
aaggh!! my blackberry curve took a gash in the screen the day after we get invisible shields in stock. well it'll be a good advertisement	aaggh. my blackberry curve took a gash in the screen the day after we get invisible shields in stock. well it'll be a good advertisement
so much for skype for blackberry in may	so much for skype for blackberry in may
my blackberry's got a fatty (battery)  guess we're kinda in the same boat huh @laurensanchez ?	my blackberry's got a fatty (battery)  guess we're kinda in the same boat huh @laurensanchez .
peeps! me blackberry messenger is kwijt..  no pinging :p	peeps. me blackberry messenger is kwijt.  no pinging :p
want to get a blackberry but can't afford it  . just watching the telly and relaxing. hard sesion tomorrow.	want to get a blackberry but can't afford it  . just watching the telly and relaxing. hard sesion tomorrow.
@tutugirl1345 you could say that. i left it in vt and have been blackberryless since tuesday night. i'm lost	@tutugirl1345 you could say that. i left it in vt and have been blackberryless since tuesday night. i'm lost
frustrated by my stupid iphone i need a blackberry!!!!	frustrated by my stupid iphone i need a blackberry.
i need a blackberry	i need a blackberry
my blackberry is soon approaching her death	my blackberry is soon approaching her death
@kdpartak the ordered me a new blackberry to arrive tues! i may die between now and them without phone  i have withdraws already	@kdpartak the ordered me a new blackberry to arrive tues. i may die between now and them without phone  i have withdraws already
help! anyone know if there are stores that carry blackberry trackballs? just went to verizon retailer; no luck. do not want to order one	help. anyone know if there are stores that carry blackberry trackballs. just went to verizon retailer; no luck. do not want to order one
setting up bookmarks on my new blackberry curve. now anyone from work can get ahold of me at anytime!	setting up bookmarks on my new blackberry curve. now anyone from work can get ahold of me at anytime.
@natalyathree damn! natalya! you gotta tell me whats going on!!! i'd call you but i lost all my phone numbers when i broke my blackberry	@natalyathree damn. natalya. you gotta tell me whats going on. i'd call you but i lost all my phone numbers when i broke my blackberry
my blackberry is about to die  bye bye twitter til i charge my phonee.	my blackberry is about to die  bye bye twitter til i charge my phonee.
i just vacuumed my blackberry in hopes of getting the water out. i hope children's is understanding and will replace it if all is lost	i just vacuumed my blackberry in hopes of getting the water out. i hope children's is understanding and will replace it if all is lost
i would follow everyone but my blackberry is dumb and it won't let me click the follow button. sorry	i would follow everyone but my blackberry is dumb and it won't let me click the follow button. sorry
gone for the weekend. wish i knew the twitter app for my blackberry..then i could keep in touch  ill miss you.	gone for the weekend. wish i knew the twitter app for my blackberry.then i could keep in touch  ill miss you.
i am mad that i keep dropping my;; blackberry storm! it going to die soon!	i am mad that i keep dropping my;; blackberry storm. it going to die soon.
wish my blackberry would work....	wish my blackberry would work.
@bhggarden i wish you guys had a friendly mobile site! too painful to wait for your site to load on my blackberry	@bhggarden i wish you guys had a friendly mobile site. too painful to wait for your site to load on my blackberry
is frustrated with the flickr app that won't install on her blackberry!	is frustrated with the flickr app that won't install on her blackberry.
@sparrowsail i know.  i tried to sideload files into the ipod. that's why i love my audiobooks. play on both ipod and blackberry.	@sparrowsail i know.  i tried to sideload files into the ipod. that's why i love my audiobooks. play on both ipod and blackberry.
got a blackberry and the &quot;a&quot; key doesn't work...that's an unfortunate problem  why do i have such terribly luck recently???	got a blackberry and the &quot;a&quot; key doesn't work.that's an unfortunate problem  why do i have such terribly luck recently.
without my blackberry i really am lost  i don't know what i'm supposed to do or when i'm supposed to do it or with whom. le sigh.	without my blackberry i really am lost  i don't know what i'm supposed to do or when i'm supposed to do it or with whom. le sigh.
it was so much easier setting up my old blackberry and @twitpic than this new one	it was so much easier setting up my old blackberry and @twitpic than this new one
stupid fuckin blackberry broke!! so i'll be mobiletwitter-less. which means manyy less spontaneous tweets! leaving me very bitter  boo.	stupid fuckin blackberry broke. so i'll be mobiletwitter-less. which means manyy less spontaneous tweets. leaving me very bitter  boo.
man this damn blackberry storm is starting to have a mind of its own   can't wait till nex week wen the #treo pre comes out.	man this damn blackberry storm is starting to have a mind of its own   can't wait till nex week wen the #treo pre comes out.
just got homeee  blackberry running low on bats!	just got homeee  blackberry running low on bats.
i really want to know where my black paramore shirt went...it had a sweet graphic...  btw pandora+blackberry= &lt;3	i really want to know where my black paramore shirt went.it had a sweet graphic.  btw pandora+blackberry= &lt;3
my blackberry's wi-fi is still gaying  gr.	my blackberry's wi-fi is still gaying  gr.
sos i lost my blackberry  help me by miracle i will get it back	sos i lost my blackberry  help me by miracle i will get it back
i have had a good weekend got my blackberry fully up and running finally and celebrated my cuz 1st birthday. wish we had a 4 day weekend	i have had a good weekend got my blackberry fully up and running finally and celebrated my cuz 1st birthday. wish we had a 4 day weekend
a moment of silence 4 my blackberry. it passed away during the nite.  have to fork over the big $$$ for a new one  no berry no work. crap!	a moment of silence 4 my blackberry. it passed away during the nite.  have to fork over the big $$$ for a new one  no berry no work. crap.
just finished reinstallimg my blackberry... a sync from the mac caused address book to go haywire	just finished reinstallimg my blackberry. a sync from the mac caused address book to go haywire
@rurouniyuudai85 i found the blackberry app store but no twitter app	@rurouniyuudai85 i found the blackberry app store but no twitter app
i still haven't figured on how to download songs for my blackberry.	i still haven't figured on how to download songs for my blackberry.
@dionnesouth lucky u ! i've just got a blackberry &amp; it seems 2 b 1 of the most awkward things install etc. so looking @ sun from pc	@dionnesouth lucky u . i've just got a blackberry &amp; it seems 2 b 1 of the most awkward things install etc. so looking @ sun from pc
@jasonbradbury lucky u ! i've just got a blackberry &amp; it seems 2 b 1 of the most awkward things install etc. so looking @ sun from pc	@jasonbradbury lucky u . i've just got a blackberry &amp; it seems 2 b 1 of the most awkward things install etc. so looking @ sun from pc
wants a blackberry pearl	wants a blackberry pearl
sadly there is no wireless network i can mooch off of at the new casa until i get my own net. its just me &amp; the blackberry until then.	sadly there is no wireless network i can mooch off of at the new casa until i get my own net. its just me &amp; the blackberry until then.
i need twitter on my blackberry to update this joint more often...any suggestions...i can not do short codes	i need twitter on my blackberry to update this joint more often.any suggestions.i can not do short codes
my blackberry is broken	my blackberry is broken
sitting on the ferry to fireisland.  who knew this blackberry had a browser-told you i was a luddite.	sitting on the ferry to fireisland.  who knew this blackberry had a browser-told you i was a luddite.
ok just updated my bb the restore wasn't too success if i do another restore will have duplicates or do i have to wipe my blackberry  ????	ok just updated my bb the restore wasn't too success if i do another restore will have duplicates or do i have to wipe my blackberry  .
blackberry #3 bites the dust	blackberry #3 bites the dust
@venerablebmoney no it doesn't. the blackberry bold and the curve 8320 do. i have an 8330.	@venerablebmoney no it doesn't. the blackberry bold and the curve 8320 do. i have an 8330.
i cant order blizzcon tickets from my blackberry!! dammit  sadface!	i cant order blizzcon tickets from my blackberry. dammit  sadface.
i really miss my blackberry tho	i really miss my blackberry tho
@zerbinetta sounds much more indulgent than my oatbran/flax/blueberry/blackberry pancakes. they ached for maple syrup	@zerbinetta sounds much more indulgent than my oatbran/flax/blueberry/blackberry pancakes. they ached for maple syrup
i think its time for a new blackberry my trackball is stalling	i think its time for a new blackberry my trackball is stalling
is sooo sad coz my blackberry died on me  took me 6 hours to fix it but now its alive and well yey!!!	is sooo sad coz my blackberry died on me  took me 6 hours to fix it but now its alive and well yey.
@niseywonderland ahh that sux.  poor soaked blackberry  lol	@niseywonderland ahh that sux.  poor soaked blackberry  lol
@eclecticbeautyy lolol...i gotta go get a new blackberry already...niggas gave me one with a fucked up batter	@eclecticbeautyy lolol.i gotta go get a new blackberry already.niggas gave me one with a fucked up batter
my blackberry is deff donzo i can only twit txt and use the net	my blackberry is deff donzo i can only twit txt and use the net
i got a blackberry today but i really miss my palm phone	i got a blackberry today but i really miss my palm phone
i wish a blackberry or a iphone	i wish a blackberry or a iphone
my stupiiieeedd blackberryy track ball wont go up and right :&quot;(	my stupiiieeedd blackberryy track ball wont go up and right :&quot;(
@nkcruisegrl twitter won't let me turn on device updates for you. i'll have to text you when i leave work. i don't have a blackberry	@nkcruisegrl twitter won't let me turn on device updates for you. i'll have to text you when i leave work. i don't have a blackberry
@mizzamber aww r.i.p blackberry	@mizzamber aww r.i.p blackberry
@kindofathingboy @blackberrybell3 i dont really understand jon.	@kindofathingboy @blackberrybell3 i dont really understand jon.
sooo i came to this studio session with @mrmind and just now realizing all my verses are on my blackberry which is at home.	sooo i came to this studio session with @mrmind and just now realizing all my verses are on my blackberry which is at home.
can someone please donate a t-mobile friendly blackberry? please  there's a crackberry shaped hole in my heart	can someone please donate a t-mobile friendly blackberry. please  there's a crackberry shaped hole in my heart
my blackberry is injured	my blackberry is injured
am thinking of getting a blackberry. ooh but i'm going to miss playing bubblewrap on ze iphone.	am thinking of getting a blackberry. ooh but i'm going to miss playing bubblewrap on ze iphone.
i want to get the blackberry 8900 javelin from rogers but its too much $$	i want to get the blackberry 8900 javelin from rogers but its too much $$
my blackberry is drivn me nutz ! omg  works 5min out of the day  ! !	my blackberry is drivn me nutz . omg  works 5min out of the day  . .
fml without a phone for a week  stupid blackberry's rediculousss!	fml without a phone for a week  stupid blackberry's rediculousss.
@biosshadow blackberry internet service.	@biosshadow blackberry internet service.
at the blackberry storm party and this line is annoying	at the blackberry storm party and this line is annoying
trackball on blackberry is gone forever	trackball on blackberry is gone forever
@bronxbomberkb my blackberry died on me  oh &amp; my cavs lost.	@bronxbomberkb my blackberry died on me  oh &amp; my cavs lost.
@cocosworld i can't view via blackberry!!!!	@cocosworld i can't view via blackberry.
i'm the only one here without a blackberry	i'm the only one here without a blackberry
lame! dropped my blackberry on the trail &amp; it was too dark to find it  ahhh  the induced anxiety when 1 is separated from their phone	lame. dropped my blackberry on the trail &amp; it was too dark to find it  ahhh  the induced anxiety when 1 is separated from their phone
trying to get in contact with stacy but can't seem to find my fin' blackberry	trying to get in contact with stacy but can't seem to find my fin' blackberry
@blackberrygirl7 if it wasn't 4 love i'd b in bed! ... after 2night mike and i will b on oppisite life schedules	@blackberrygirl7 if it wasn't 4 love i'd b in bed. . after 2night mike and i will b on oppisite life schedules
i think i lost my blackberry	i think i lost my blackberry
my twitterberry is acting weird.  does anyone know why it says internal twitter error when you try to update on your blackberry?? help.	my twitterberry is acting weird.  does anyone know why it says internal twitter error when you try to update on your blackberry. help.
wants to get a iphone or blackberry but my contract isnt ready for an upgrade  badtimes!	wants to get a iphone or blackberry but my contract isnt ready for an upgrade  badtimes.
nextel blackberry is 250 as well and both have 100 mail in rebate wtf guys which one should i get	nextel blackberry is 250 as well and both have 100 mail in rebate wtf guys which one should i get
@enamoredsoul online from a	@enamoredsoul online from a
someone unlock my blackberry  i'm getting impatient.	someone unlock my blackberry  i'm getting impatient.
